doc_id,accident_id,text,event_polarity,topic_id
1512,400,"When air traffic control communicated the airport location and provided an approach clearance to the flight crew, the approach controller did not provide the location of other airports in the area.",NEGATIVE,4
1513,401,the de-icing bucket struck the left side of the fuselage and dislodged a passenger window,NEGATIVE,2
1514,401,"dislodged a passenger window. As a result, the airplane was substantially damaged and the pressure vessel was compromised",NEGATIVE,2
1515,402,"On February 5, 2014, about 0015 central standard time, an Embraer 145EP (EMB-145), N802HK, operating as Trans States Airlines flight 3395, was landing on runway 36R at Memphis International Airport (MEM), Memphis, Tennessee, when it suddenly rolled to the right, and the right wing struck the runway.",NEGATIVE,0
1516,402,"According to the crew, before reaching the final approach fix (final approach fix), they received intermittent localizer course indications on both primary flight displays during the approach.",NEGATIVE,-1
1517,402,The first officer indicated in an interview that she attempted to turn off the audio message but was unable to do so.,NEGATIVE,-1
1518,402,A Trans States Airlines EMB-145 aircrew program designee (APD) stated in an interview that it was hard to see the EMB-145 wings from the cockpit in all conditions,NEGATIVE,0
1519,402,A detected failure in either detector would cause a change to the status output signal,NEGATIVE,13
1520,402,A visual examination of the left ice detector revealed that the connector pins were clean and straight. There was erosion found on the leading edge of the strut. The surface of the trailing edge of the probe had a rough texture and contained traces of a red residue. No other anomalies were noted with the left unit’s physical condition.,NEGATIVE,-1
1521,402,"Both units were then functionally tested and passed all tests, except that the sensing mode frequency on both was slightly lower than the manufacturer’s requirement.",NEGATIVE,-1
1522,402,the ice detection fail parameter switched to fail,NEGATIVE,-1
1523,402,the captain said this audio annoyed the first officer and he held down the autopilot quick disconnect button to silence it.,NEGATIVE,-1
1524,402,the first officer said she could not get the autopilot audio to silence when she used the yoke switch to disconnect it,NEGATIVE,-1
1525,403,"On February 17, 2014, about 1254 mountain standard time (MST), United Airlines flight 1676, a Boeing 737-724, N23708, encountered severe turbulence about flight level 340 near Kaycee, Wyoming.",NEGATIVE,0
1526,403,Flight data recorder (flight data recorder) data indicated the airplane was cruising about FL340 when it encountered an area of severe turbulence for about 55 seconds.,NEGATIVE,7
1527,404,"On February 24, 2014, about 1642 Alaska standard time, the crew of an Douglas C-118A airplane, N351CE, discovered a crack about 18 inches long in the left wing lower skin during a post-flight inspection after landing at Emmonak Airport (ENM), Emmonak, Alaska.",NEGATIVE,2
1528,404,"Maintenance personnel discovered the crack in the lower wing skin and noted no damage to the front spar, stringers, or other surrounding structure.",NEGATIVE,2
1529,404,The flight crew noticed a steady stream of fuel from inside the number 2 nacelle during a post-flight inspection of the airplane.,NEGATIVE,10
1530,404,"After initial evaluation, the operator reported that the permanent repair would not remove the cracked wing skin pieces and the NTSB decided that an investigation would be impossible without the fractured wing skin.",NEGATIVE,2
1531,405,"a flight attendant (FA) on Delta Air Lines flight 1248, a Boeing 737-900ER, N809DN, tripped over a passenger's bag while the passengers were boarding at San Diego International Airport (SAN), San Diego, California.",NEGATIVE,1
1532,405,The lead FA stated that she was carrying a tray with pre-departure drinks in the First Class cabin when she tripped over a passenger's bag that was in the aisle.,NEGATIVE,1
1533,405,She stated that the tray had obscured her view of the floor.,NEGATIVE,1
1534,406,"On March 13, 2014, about 1830 eastern standard time, US Airways flight 1702, an Airbus A320, N113UW, experienced substantial damage after the captain rejected the takeoff after rotation on runway 27L at Philadelphia International Airport, Philadelphia, Pennsylvania.",NEGATIVE,0
1535,406,"US Airways flight 1702, an Airbus A320, N113UW, experienced substantial damage after the captain rejected the takeoff after rotation on runway 27L at Philadelphia International Airport, Philadelphia, Pennsylvania.",NEGATIVE,0
1536,406,"Of the 149 passengers, 2 pilots, and 3 flight attendants on board, 2 passengers reported minor injuries related to the evacuation.",NEGATIVE,1
1537,406,The first officer initialized the flight management computer (FMC) with the air traffic control (air traffic control)-provided flight plan and manually entered the departure runway into the FMC. ... neither pilot realized that the departure runway loaded into the FMC was runway 27R instead of the assigned runway 27L.,NEGATIVE,9
1538,406,the crew received an electronic centralized aircraft monitoring (ECAM) message and chime at 1823:47 indicating that the thrust was not set.,NEGATIVE,13
1539,406,"A level 3 failure triggers a continuous aural alert, a red flashing MASTER WARN light, a red warning message on the E/WD, and an automatic call of the relevant system page on the S/D.",NEGATIVE,13
1540,406,A level 3 failure requires immediate action.,NEGATIVE,-1
1541,406,"When asked why he did not push the thrust to TO/GA after he received the ""engine THR LEVERS NOT SET"" ECAM message and chime, the captain reported that it was ""no harm"" and left the thrust in FLEX.",NEGATIVE,-1
1542,406,"The first officer reported that she could not remember if they received the ""CHECK TAKE OFF DATA"" message, and said ""we should have gotten one"" since the takeoff numbers where not entered in the FMC.",NEGATIVE,4
1543,406,"Following the runway change in the MCDU, the ""CHECK TAKE OFF DATA"" message was visible in the MCDU scratchpad and the upper ECAM indicated a TO/GA target power setting since no FLEX temperature was entered (see figures 3 and 4).",NEGATIVE,-1
1544,406,"Following the runway change in the MCDU, the ""CHECK TAKE OFF DATA"" message was visible in the MCDU scratchpad and the upper ECAM indicated a TO/GA target power setting since no FLEX temperature was entered (see figures 3 and 4).",NEGATIVE,-1
1545,406,"When over 80 knots indicated airspeed, the FWC leaves the flight phase 2 for speed above the defined threshold and computes the flight phase 8 corresponding to a landing roll (see figure 6). The RETARD callout is therefore triggered at around 80 knots indicated airspeed.",NEGATIVE,12
1546,406,"If the takeoff is initiated with an abnormal thrust setting, during the acceleration phase FWC remains in flight phase 2 and does not enter into flight phase 3 because of low TLA.",NEGATIVE,-1
1547,406,"In the accident scenario, the abnormal thrust setting is due to a missing FLEX temperature and TLA remaining in the FLEX detent.",NEGATIVE,-1
1548,406,Airbus and US Airways training and manuals contain no guidance to pilots indicating how to respond to a RETARD alert on takeoff.,NEGATIVE,4
1549,406,"The first officer stated that she noticed there were no V-speeds depicted on the PFD at about 120-140 knots indicated airspeed, and she could not call V1 or VR during the takeoff.",NEGATIVE,12
1550,406,She indicated further that she made no other callouts for the takeoff.,NEGATIVE,-1
1551,406,"According to her interview, the captain told her 'we'll continue and take care of it in the air.'",NEGATIVE,-1
1552,406,"As airspeed approaches V1, the stopping margin decreases until after V1 when it may not be possible to stop the aircraft on the runway.",NEGATIVE,-1
1553,406,"The captain said in his statement following the accident that he rejected the takeoff once the airplane became airborne because he ""had the perception the aircraft was unsafe to fly and I decided the safest action was to not continue.""",NEGATIVE,4
1554,406,flight crew decided to reject the takeoff.,NEGATIVE,-1
1555,406,"By mistake, the Flex Temp was omitted. The thrust for a Flex Takeoff was applied and they had a brief ECAM master caution and ECAM message that went away very quickly.",NEGATIVE,-1
1556,406,"At approximately 80 knots indicated airspeed the crew got an aural message, ""Retard, Retard, Retard."" The crew aborted the takeoff.",NEGATIVE,-1
1557,406,This callout is generated during takeoff due to the incorrect calculation of flight phase by the Flight Warning Computers. This occurs at and above 80 knots on takeoff when the thrust levers have been placed in the FLX/MCT detent and no FLEX TEMP was entered in the MCDU PERF TO page.,NEGATIVE,-1
1558,406,"If a valid FLEX TO TEMP is not entered into the Takeoff PERF page in the MCDU, the ECAM will display the caution when the thrust levers are placed in the FLX/MCT detent: engine THRUST LEVERS NOT SET",NEGATIVE,-1
1559,407,a flight attendant tripped and fell over a passenger's extended foot while walking down the aisle,NEGATIVE,1
1560,407,The flight attendant was unable to continue her duties due to a swollen and painful foot,NEGATIVE,1
1561,409,"The pilot began to acknowledge, transmitting, ""SHONA at 310 Cactus 8 uh 15, we're in…we're in severe turbulence.""",NEGATIVE,7
1562,409,"According to information provided by the facility support manager for quality control, ZDC had no program for live monitoring of weather services to ensure that displayed precipitation information was being provided to flight crews as required.",NEGATIVE,4
1563,409,Two of the flight attendants remained in a non-duty status for at least three weeks after the incident.,NEGATIVE,1
1564,409,The aircraft sustained hail damage and required replacement of the radome.,NEGATIVE,2
1565,41,"On August 6, 2008, about 1540 Pacific daylight time, Delta Air Lines flight 624, a Boeing 757-232 airplane, N666DN, experienced an uncontained release of high pressure turbine material from the right engine, a Pratt & Whitney (P&W) PW2037, as the power was increased for takeoff at the McCarran International Airport, Las Vegas, Nevada.",NEGATIVE,0
1566,41,"The captain stated that at the start of the takeoff roll, they heard a loud bang, they observed that the right engine had lost power, and the right engine fire warning had illuminated.",NEGATIVE,17
1567,41,"The captain stated that at the start of the takeoff roll, they heard a loud bang, they observed that the right engine had lost power, and the right engine fire warning had illuminated.",NEGATIVE,17
1568,41,The dimensional inspection of the blade retaining lug serrations using a CMM and an optical comparator revealed the serrations’ profiles were to 0.0092 inches below minimum tolerance dimension meaning the slots were missing material.,NEGATIVE,11
1569,41,"The metallurgical examinations of the hub that were conducted at P&W’s and the Safety Board’s Materials Laboratory revealed the four dark-colored, elliptical-shaped fracture surfaces were consistent with fatigue cracks at elevated temperatures that had originated from multiple origins along the root radius between the inner and middle serration.",NEGATIVE,6
1570,41,"Several of the crack indications that were noted during the FPI of the hub were broken open to reveal fatigue cracks that were similar in shape and morphology, but smaller than the fatigue cracks on the four fractured lugs.",NEGATIVE,6
1571,41,The visual examination of the hub’s blade slot serrations revealed a wavy surface pattern that was most prominent at the forward edge of the slot and continued after between 0.3 and 0.6 inches from the front face.,NEGATIVE,11
1572,41,The metallurgical examination of that hub found fatigue cracks that were very similar to those found on the 2nd stage hub that fractured at Las Vegas.,NEGATIVE,6
1573,410,"On May 12, 2014, at about 1737 eastern daylight time (EDT), Delta Airlines flight 1612, a Boeing MD-90, N933DN, experienced a partially collapsed nose gear during pushback from the gate at Boston Logan International Airport (KBOS), Boston, Massachusetts.",NEGATIVE,0
1574,410,"The crew stated the interphone conversation quality was degraded due to low volume, and there was considerable radio traffic on both clearance delivery and ramp frequencies.",NEGATIVE,-1
1575,410,"As the flight crew finished coordinating tasks, the captain heard on the interphone what he believed was ""set brakes"" and, because he did not discern any aircraft motion, began to apply the brakes. The airplane immediately shook and several warnings went off in cockpit.",NEGATIVE,5
1576,411,"While descending through 3,500 to 3,000 feet above mean sea level (mean sea level), the airplane struck a bird which impacted just below the first officer's windshield.",NEGATIVE,-1
1577,411,The pilot reported that the bird had punctured a hole just below the windshield and through the wall above and left of the first officer's feet.,NEGATIVE,-1
1578,412,"Then while lifting the coffee maker's potlocking lever, hot coffee grounds and hot water erupted onto her face, neck, upper chest and hands",NEGATIVE,1
1579,413,While preparing meal service in the forward galley a flight attendant (FA) was pulling meal boxes from the oven when a hot liquid splashed from a container onto her left hand.,NEGATIVE,1
1580,413,"After landing, the FA proceeded to the United Airlines medical clinic where she was diagnosed with a 2nd degree burn covering an area estimated to be approximately 1 inch by 3 inches on her left hand.",NEGATIVE,1
1581,414,"On June 20, 2014, about 1936 local time, a Boeing 767-36N, N768NA, operated by Omni Air International, experienced a tail strike during landing on runway 29 at Kabul International Airport (KBL), Kabul, Afghanistan.",NEGATIVE,0
1582,414,"During the approach, the crew configured the airplane with gear down and full flaps and noted that the VNAV system was not indicating a vertical path.",NEGATIVE,-1
1583,414,Data extracted from the EGPWS indicated that about 3 seconds prior to landing the TAWS generated a mode 1 sink rate alert.,NEGATIVE,-1
1584,414,"Wind components calculated from flight data recorder data indicated that in the 4 seconds prior to touchdown, vertical wind transformed from a 6 feet per second (fps) updraft to a 19 fps downdraft...",NEGATIVE,7
1585,415,The flightcrew reported observing a left engine fire indication during climb,NEGATIVE,-1
1586,415,"Delta Maintenance personnel opened the left engine cowling and observed heat damage, scorching, and sooting",NEGATIVE,-1
1587,415,ge pump pressure line support bracket revealed that the IDG power feeder cables (below the engine heatshield) were not tight and straight along their support bracket but exhibited slack and dangling below the support bracket.,NEGATIVE,-1
1588,415,"Along with the observed arc damaged, the IDG power feeder cables also exhibited a considerable amount of orange tape to bundle all the cables together.",NEGATIVE,10
1589,415,This excessive slack in the IDG power feeder cables created the situation where the cables could get pinched/wedged between the inside of the thrust cowl and the accessory drive lube and scavenge pump pressure (supply) line support bracket when the thrust cowl is closed and latched creating the environment for the IDG power feeder cables to chaff against the support bracket.,NEGATIVE,-1
1590,415,The excessive amount of tape used on the IDG power feeder cables suggests that maintenance personnel may have noticed this chaffing and added extra tape without realizing that the chaffing was caused from the thrust reverser pressing the IDG power feeder cables against the bracket or that the slack was contributing to the chaffing.,NEGATIVE,-1
1591,416,"On July 29, 2014, about 2240 pacific daylight time, United Airlines flight 345, a Boeing 757-222, N553UA, experienced a tailstrike while landing at the San Diego International Airport (SAN), San Diego, California.",NEGATIVE,0
1592,417,"On August 9, 2014, about 0735 central daylight time (CDT), a Bombardier CL600 airplane, N943LR, collided with a tug during pushback from the gate at San Antonio International Airport (SAT) San Antonio, Texas. The airplane sustained substantial damage to the fuselage structure and internal damage to nose landing gear.",NEGATIVE,0
1593,417,The first officer reported the tug driver did not have an operable headset and the pushback was initiated using hand signals.,NEGATIVE,5
1594,417,"The tug stopped perpendicular to the left nose of the airplane, but the airplane continued to roll forward while still attached to the tow bar.",NEGATIVE,5
1595,418,"the captain observed a large group of geese flying from right to left in front of the airplane. He immediately initiated a rejected takeoff as the airplane impacted multiple geese on the front windshield and the right engine propeller, which caused a severe vibration.",NEGATIVE,-1
1596,418,"Examination of the airplane indicated damage to the right propeller, a broken passenger window, and damage to the fuselage skin and stringers near the broken window.",NEGATIVE,2
1597,418,"He immediately initiated a rejected takeoff as the airplane impacted multiple geese on the front windshield and the right engine propeller, which caused a severe vibration.",NEGATIVE,-1
1598,419,"a Boeing 737-700 airplane, N758SW, was struck by a runaway baggage cart while sitting at the boarding gate",NEGATIVE,-1
1599,419,an airport surveillance video showed the second cart in the string hit a pothole and detached from the preceding cart,NEGATIVE,5
1600,419,The loose baggage carts rolled across the ramp and into the side of the airplane,NEGATIVE,5
1601,419,"he was pulling a string of four baggage carts behind his tug... when he arrived at the boneyard, there was only 1 baggage cart attached to the tug",NEGATIVE,5
1602,419,"when the baggage carts passed over the drain cover, the second baggage cart disconnected from the first baggage cart",NEGATIVE,5
1603,419,The Southwest station manager reported that in November of 2013 an event occurred at the same spot in which a baggage cart disconnected from a tug.,NEGATIVE,5
1604,419,The Station Manager further stated no action has been taken by the airport since that time.,NEGATIVE,4
1605,42,"when it crashed into a residence in Clarence Center, New York, about 5 nautical miles northeast of the airport",NEGATIVE,0
1606,42,the airplane was destroyed by impact forces and a postcrash fire,NEGATIVE,-1
1607,421,"a beverage cart toppled over as the flight attendant was maneuvering the fully loaded ""lightweight"" cart in the galley while the airplane was in cruise flight in smooth air",NEGATIVE,1
1608,421,The flight attendant was transported to the hospital and diagnosed with a broken left foot,NEGATIVE,1
1609,422,the airplane had a brief encounter with what the flight crew described as wake turbulence. The momentary turbulence resulted in a sharp roll deviation of about 15 to 20 degrees.,NEGATIVE,7
1610,422,One of the two flight attendants who had been standing in the rear galley was seriously injured and the other flight attendant sustained a minor injury.,NEGATIVE,1
1611,423,a FA pulled out a beverage cart from its stowed position in the after galley and it immediately toppled over onto the foot of another FA that was in area,NEGATIVE,1
1612,423,it immediately toppled over onto the foot of another FA that was in area,NEGATIVE,1
1613,423,The injured FA was unable to continue her duties,NEGATIVE,-1
1614,423,diagnosed with an open fracture of her right foot,NEGATIVE,1
1615,425,"As the airplane entered the United Airlines control area, a baggage tractor drove into the path of the taxiing airplane on the roadway between the gates C-29 and B-16.",NEGATIVE,0
1616,425,"The airplane was unable to stop and the right wing struck the moving baggage tractor, knocking it onto its right side.",NEGATIVE,-1
1617,425,The airplane sustained substantial damage to the right wing and right leading edge.,NEGATIVE,2
1618,426,"On September 15, 2014, at about 2027 eastern daylight time, American Airlines flight 2404, a B757-200, N654A, experienced a tail strike during landing at Miami International Airport (KMIA), Miami, Florida.",NEGATIVE,0
1619,426,The aircraft sustained substantial damage to the after pressure bulkhead and there were no injuries to the 172 passengers and crew onboard.,NEGATIVE,4
1620,426,"They reported that the main gear touchdown was smooth but that the nose came up rapidly before the captain could make the ""deployed"" call for the spoilers.",NEGATIVE,3
1621,427,"a jetBlue Airways Airbus A320-232, registration number N656JB, flight number 1416, powered by two International Aero Engines (IAE) V2527-A5 turbofan engines, experienced a No. 2 (right) engine failure and subsequent undercowl fire during initial climb after departing Long Beach Airport (LGB), Long Beach, California.",NEGATIVE,0
1622,427,ed that the groove/tool mark created an irregular profile and appeared as 'divots' at three locations within the compound radius.,NEGATIVE,8
1623,427,"Disk 7.1 had the first 52 blade slots free of defects; however, the last 20 blade slots exhibited the same tool marks, 'divots', observed on the failed disk.",NEGATIVE,11
1624,427,Disk 7.3 had all 72 disk slots with the same tool marks that were observed on the failed disk.,NEGATIVE,11
1625,428,"At about 400 feet above ground level (above ground level), the pilots heard a loud bang, the airplane yawed, and they noted that the No. 4 engine's cockpit instruments indicated a loss of power.",NEGATIVE,17
1626,428,"At about 400 feet above ground level (above ground level), the pilots heard a loud bang, the airplane yawed, and they noted that the No. 4 engine's cockpit instruments indicated a loss of power.",NEGATIVE,17
1627,428,"At about 1,300 feet above ground level, the No. 4 engine fire warning activated.",NEGATIVE,-1
1628,428,The No. 4 engine experienced an undercowl fire.,NEGATIVE,14
1629,428,The right side of the engine was sooted and fire damaged between the intermediate case and the turbine exhaust case.,NEGATIVE,15
1630,428,"The damage in these areas consisted of the loss of clamp cushioning material, wire insulation, and fire loop support isolators.",NEGATIVE,10
1631,428,"The insulation at the lower end had a small area of white ash, the center section had an eroded appearance with multiple cracks, and the upper section eroded down to the fabric material.",NEGATIVE,10
1632,428,The metallurgical examination revealed the blade had separated from a high cycle fatigue fracture that had originated in the after concave side corner of the blade neck.,NEGATIVE,11
1633,429,the right side of the horizontal stabilizer was pushed into the vertical stabilizer rupturing the skin,NEGATIVE,2
1634,429,The remaining skin on the right hand side of the vertical stabilizer exhibited signs of wrinkling,NEGATIVE,2
1635,429,"The spar, ribs, and stringers of the vertical stabilizer were cracked and / or bent",NEGATIVE,2
1636,429,Rudder I and II showed signs of skin wrinkling externally,NEGATIVE,2
1637,429,the tail boom and fairing were damaged beyond repair,NEGATIVE,2
1638,43,"On August 16, 2008, at 0150 Pacific daylight time, Eva Air 17, Taiwanese registry B16710, a Boeing 777-300, was being pushed back from the gate when a mechanic was pinned under the left nose gear at San Francisco International Airport, San Francisco, California.",NEGATIVE,0
1639,43,The ground agent reported that the mechanic had difficulty unhooking the tow bar from the airplane and began jumping on it and standing in front of the nose gear.,NEGATIVE,5
1640,43,The ground agent reported that the mechanic had difficulty unhooking the tow bar from the airplane and began jumping on it and standing in front of the nose gear.,NEGATIVE,5
1641,43,The ground agent reported that the mechanic had difficulty unhooking the tow bar from the airplane and began jumping on it and standing in front of the nose gear.,NEGATIVE,5
1642,43,"When the tow bar fell, the airplane lurched forward and pinned the mechanic under the left nose gear.",NEGATIVE,5
1643,43,"When the tow bar fell, the airplane lurched forward and pinned the mechanic under the left nose gear.",NEGATIVE,5
1644,43,The ground crew had difficulty removing the tow bar and advised that they intended to straighten the airplane by towing it forward in order to release the tow bar.,NEGATIVE,5
1645,430,"On October 10, 2014 about 1300 coordinated universal time, a N26906, Boeing 787-824 operated by United Airlines  (UA) as a 14 Code of Federal Regulations, Part 121 international flight from London's Heathrow International Airport (LHR), United Kingdom, to Houston's International Airport (IAH), Houston, Texas, was struck by lightning and three of five primary display units went blank, a status message related to a power distribution channel was displayed, and the captain's forward windshield heat became inoperative.",NEGATIVE,0
1646,430,"display showed a ""Grayscale voltage fault"" was logged by the unit.",NEGATIVE,13
1647,430,Blanking of the display was observed in one of the vertical and both of the horizontal tests.,NEGATIVE,13
1648,430,"Each test that resulted in blanking resulted in a ""LCD Supply Voltage Fault"" logged by the display unit.",NEGATIVE,-1
1649,430,All four units experience blanking at different applied voltages,NEGATIVE,13
1650,430,"recorded both ""Grayscale voltage fault"" and ""LCD Supply Voltage Fault"" during the blanking events.",NEGATIVE,-1
1651,430,The current industry standard for lightning tests do not include test conditions simulating a rapid transient radiated electric field.,NEGATIVE,4
1652,432,"He reported the presence of the wing walker gave him ""a false sense of security.""",NEGATIVE,-1
1653,432,it was too late and the airplanes collided.,NEGATIVE,2
1654,432,"The left wing spar of the ERJ-170 was fractured, resulting in substantial damage",NEGATIVE,2
1655,432,the B757 experienced minor damage to its right wing leading edge slat.,NEGATIVE,2
1656,433,"On November 20, 2014, about 2000 central standard time, Southwest Airlines flight 8751, a Boeing 737-700, registration N263WN, collided with Southwest Airlines flight 301, a Boeing 737-800.",NEGATIVE,0
1657,434,"Soon after this, the airplane encountered turbulence, categorized by the flight crew as severe, which resulted in altitude fluctuation ± 300 feet",NEGATIVE,7
1658,434,"reported that they, along with the service carts, were lifted off the floor about three times",NEGATIVE,1
1659,434,One FA reported being thrown into the ceiling and back to the seats and floor,NEGATIVE,1
1660,435,"On December 11, 2014, about 0830 pacific standard time, Southwest Airlines flight 154, a Boeing B737-7H4, N481WN, encountered turbulence during descent into Norman Y. Mineta San José International Airport, San Jose, California (SJC).",NEGATIVE,0
1661,435,"The ""B"" FA stated that as she was cleaning the after galley when the airplane experienced ""several jolts"" of turbulence.",NEGATIVE,1
1662,435,"She indicated that, while turning to sit down on the after jumpseat, she twisted her left foot.",NEGATIVE,1
1663,435,She did not inform the flight crew or other FAs of her injury.,NEGATIVE,-1
1664,435,After a week of continued pain and swelling she visited a podiatrist and was diagnosed with two fractured metatarsals in her left foot.,NEGATIVE,1
1665,436,"On December 12, 2014, about 2030 eastern standard time, Southwest Airlines flight 3118, a Boeing 737-76N, registration N7710A, encountered multiple bird strikes while on approach to Baltimore/Washington International Thurgood Marshall Airport, Baltimore, Maryland.",NEGATIVE,0
1666,436,"The captain stated that while descending through about 2,500 feet on approach to land the airplane struck multiple birds.",NEGATIVE,-1
1667,436,Inspection of the airplane after landing revealed substantial damage to the 178 forward pressure bulkhead and left wing fixed leading edge main rib.,NEGATIVE,2
1668,437,"when they placed the landing gear lever in the down position near IAH, they received amber caution and red warning messages on the engine indication and crew alerting system",NEGATIVE,3
1669,437,"the captain landed the airplane on runway 27 with the NLG retracted; the forward fuselage contacted the runway, and the flight deck filled with smoke",NEGATIVE,16
1670,437,The failure of the NLG to extend was related to an inadvertent nosewheel steering command from the nose wheel steering control module (NWSCM) following an undetermined failure,NEGATIVE,18
1671,438,"On February 15, 2015, about 0103 coordinated universal time, United Airlines flight 15, a Boeing 767-400ER, N59053, encountered severe turbulence over the Pacific Ocean while enroute to Honolulu International Airport (HNL), Honolulu, Hawaii.",NEGATIVE,0
1672,438,"The flight experienced light to moderate turbulence for most of the remaining flight, which required the seat belt sign to remain on most of the time.",NEGATIVE,7
1673,439,"At 21:45:30, GJS3710 entered runway 28R traveling at about 11 knots",NEGATIVE,9
1674,439,GJS3710 entered runway 28R traveling at about 11 knots and turned east toward ENY3084 before coming to a stop,NEGATIVE,9
1675,44,experienced a power loss from the number 3 engine shortly after takeoff.,NEGATIVE,14
1676,44,a 'loud bang' emanated from the vicinity of the number 3 engine,NEGATIVE,17
1677,44,followed by an excessive exhaust gas temperature (exhaust gas temperature),NEGATIVE,14
1678,440,"at 0557:33, they declared an emergency with Air Traffic Control (air traffic control) and coordinated a diversion to STL",NEGATIVE,0
1679,440,"The firefighter then pulled the slide/raft into an attitude consistent with normal deployment, but did not hold on to the slide/raft while the first crewmember evacuated.",NEGATIVE,1
1680,440,"The crewmember jumped out of the 1L door into the slide/raft, which collapsed under his weight resulting in the crewmember forcefully contacting the tarmac.",NEGATIVE,1
1681,440,"During a calibration check, the valve regulator peak pressure was measured to be 497 psi.",NEGATIVE,18
1682,440,Manufacturer records indicated three previous instances of a slide/raft that did not fully deploy inflation issue. None of the three previous incidents occurred on an airplane in service.,NEGATIVE,-1
1683,441,"On March 5, 2015, at 1102 eastern standard time, Delta Air Lines flight 1086, a Boeing MD-88, N909DL, was landing on runway 13 at LaGuardia Airport, New York, New York, when it departed the left side of the runway, contacted the airport perimeter fence, and came to rest with the airplane's nose on an embankment next to Flushing Bay.",NEGATIVE,0
1684,441,"On March 5, 2015, at 1102 eastern standard time, Delta Air Lines flight 1086, a Boeing MD-88, N909DL, was landing on runway 13 at LaGuardia Airport, New York, New York, when it departed the left side of the runway, contacted the airport perimeter fence, and came to rest with the airplane's nose on an embankment next to Flushing Bay.",NEGATIVE,0
1685,441,"The 2 pilots, 3 flight attendants, and 98 of the 127 passengers were not injured; the other 29 passengers received minor injuries.",NEGATIVE,1
1686,441,The airplane was substantially damaged.,NEGATIVE,2
1687,442,"landed with the nose landing gear not extended on runway 32R at Chicago O'Hare International Airport (ORD), Chicago, Illinois. None of the 44 passengers and crew on board were injured, and the airplane sustained minor damage.",NEGATIVE,3
1688,442,"at 1459:13, an ORD air traffic control tower controller advised them that the nosewheel was “…definitely not down. or appears not down.”",NEGATIVE,-1
1689,442,Postincident examination of the nose landing gear revealed that two areas on the lower link assembly displayed damage from contacting the upper link assembly and the drive link assembly.,NEGATIVE,3
1690,443,"On March 19, 2015, about 2015 central standard time, Envoy Air flight 3033, an Embraer 145LR, N625AE, experienced a bird strike while on approach to Springfield-Branson National Airport (SGF), Springfield, Missouri.",NEGATIVE,0
1691,443,"According to the operator, the airplane struck a large bird while the flight was at 4,000 feet mean sea level and being vectored to land on runway 2.",NEGATIVE,-1
1692,443,"After landing, inspection of the airplane and subsequent maintenance examination revealed substantial damage to the radome, right wing, right horizontal stabilizer and right engine.",NEGATIVE,2
1693,443,"After landing, inspection of the airplane and subsequent maintenance examination revealed substantial damage to the radome, right wing, right horizontal stabilizer and right engine.",NEGATIVE,2
1694,444,"On April 12, 2015 at 0821, a loss of required air traffic control separation occurred when United Parcel Service (UPS) flight 357, a Boeing 767-300, overflew N900QS, a Cessna C750 Citation holding in position on runway 8L at Miami International Airport (MIA), Miami, Florida.",NEGATIVE,0
1695,444,UPS357 overflew N900QS by 475 feet.,NEGATIVE,-1
1696,445,"On May 4, 2015, at about 1410 coordinated universal time time, Mesa Airlines flight 5612, a CRJ900, N932LR, collided with a parked US Airways B757, while taxiing in the gate area of Phoenix Sky Harbor Airport (PHX). The left horizontal stabilizer of the CRJ900 was substantially damaged when it struck the left winglet of the B757.",NEGATIVE,0
1697,445,"After arriving at the gate area, the crew inadvertently lined up with gate B23 and awaited marshallers.",NEGATIVE,-1
1698,445,"As they reached approximately 90 degrees in the turn, the first officer (first officer) advised the captain they were getting too close to the wing of the B757.",NEGATIVE,5
1699,446,The flightcrew observed arcing and sparks along the bottom of the windshield starting from the left side going extremely fast and intensifying towards the right side.,NEGATIVE,-1
1700,446,The flightcrew heard a popping sound and observed the whole windshield cracking.,NEGATIVE,-1
1701,446,The fault ANTI ICE R WINDSHIELD was recorded during the event flight.,NEGATIVE,-1
1702,446,"The flight crew reported smoke occurred, they declared an emergency, and diverted the flight to the Louis Armstrong New Orleans International Airport.",NEGATIVE,0
1703,446,The windshield exhibited a moderate network of fractures on its outer glass pane.,NEGATIVE,-1
1704,446,Portions of the outboard glass pane were missing in the primary origin area.,NEGATIVE,-1
1705,446,"There was evidence of an arc path in the heating film from the lower, forward corner to about 2 inches forward of the after edge and 6 inches above the lower edge that passed through both fracture origins.",NEGATIVE,6
1706,446,"According to the operator, the captain indicated that after 4 months since the incident, he did not remember if there was an ECAM message or if any circuit breakers had popped in reference to the quick reference handbook Window Arcing procedure 80.13A.",NEGATIVE,13
1707,447,the flight attendant (FA) sat down in the jumpseat but reported that her lap buckle was stuck under the seat bottom,NEGATIVE,1
1708,447,reported that her lap buckle was stuck under the seat bottom and so was unable to secure her harness during the takeoff roll,NEGATIVE,1
1709,447,"before she was able to buckle her seatbelt, was thrown from her seat onto the galley floor injuring her side",NEGATIVE,1
1710,447,was thrown from her seat onto the galley floor injuring her side,NEGATIVE,1
1711,447,The FA was assisted back to her seat and was unable to complete her duties,NEGATIVE,-1
1712,447,diagnosed with two fractured ribs,NEGATIVE,1
1713,448,the flight encountered turbulence soon after entering the clouds,NEGATIVE,7
1714,448,The vertical acceleration fluctuated between about +.426 g's and +1.723 g's,NEGATIVE,12
